Property,Property Name,Date,Period,Person/Description,Control,Reference,Debit,Credit,Balance,Remarks,ledgerAccount,Source,Person/Description
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-02 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1009878,INV-821422,450,0,45014.15,Referral for Move In C-302,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-03 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1009882,INV-821858,450,0,45464.15,Referral Move In RP2-D-08,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-09 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1012198,INV-824668,450,0,45914.15,Rental Concession for Brianna Henson,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-09 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1012199,INV-825337,450,0,46364.15,Concession for Jacob Mccollum,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-12 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1012207,INV-827347,450,0,46814.15,Rental Concession for Chantel Mercer,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-27 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1014755,INV-834255,450,0,47264.15,G-06 Haines Concession,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-06-07 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1017979,INV-841217,450,0,53052.86,Rachel Raadt: moved in to unit KK-07,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-06-15 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1019952,INV-845334,450,0,53502.86,F-02: Garret Warren move in 6/14,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
fla,FOUR LAKES APARTMENTS L.L.C.,2022-06-14 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1020015,INV-844900,349,0,54517.66,F-207 Apartment list move in,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
mainapt,MAIN APARTMENTS L.L.C.,2022-06-18 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1020101,INV-846974,450,0,55831.46,G302 pay per lease - Lane/Virnig,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-06-02 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1018085,INV-837593,450,0,57407.06,Taylor Grotsky RP2-D05 Referral Fee,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-06-06 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1019026,INV-839849,450,0,57857.06,Apartment List Rp2-J-07 06/2022,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-06-06 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1019027,INV-839971,450,0,58307.06,Apartment List I-02 06/2022,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-06-21 00:00:00 UTC,2022-06-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1020319,INV-848142,450,0,58757.06,Travelers Haven Referral,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
saffron,SAFFRON (RESIDENTIAL),2022-02-02 00:00:00 UTC,2022-02-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-993189,115406925-1,562.8,0,3975.6,2/22 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2021-11-05 00:00:00 UTC,2022-03-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-997832,115073477-8,469,0,10385.2,November 2021 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2021-12-03 00:00:00 UTC,2022-03-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-997833,115111666-8,469,0,10854.2,December 2021 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2022-01-03 00:00:00 UTC,2022-03-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-997834,115300347-8,469,0,11323.2,January 2022 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2022-02-02 00:00:00 UTC,2022-03-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-997835,115406925-8,562.8,0,11886,February 2022 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2022-03-05 00:00:00 UTC,2022-03-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-997836,115645235-8,562.8,0,11886,March 2022 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
saffron,SAFFRON (RESIDENTIAL),2022-03-05 00:00:00 UTC,2022-03-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-999524,115645235-1,562.8,0,14898.8,03/22 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
beryl,BERYL APARTMENTS L.L.C.,2022-04-04 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1002968,115818238-12,936,0,16834.8,04/2022 online ads,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
beryl,BERYL APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),J-619671,P-1009164,759,0,17593.8,Reclass 01/2022 Online ads from 54480,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
beryl,BERYL APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),J-619672,P-1009163,936,0,18529.8,Reclass 03/2022 Online ads from 54480,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
chinook,CHINOOK PARK APARTMENTS L.L.C.,2022-04-04 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1002945,115818238-4,514.8,0,22546.34,04/2022 internet advertising,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2022-04-04 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1002282,115818238-8,562.8,0,29997.34,April 2022 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2022-05-05 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1008670,115932272-8,562.8,0,30497.34,May 2022 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-04-04 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1003104,115818238-9,514.8,0,31512.14,Internet advertising,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
saffron,SAFFRON (RESIDENTIAL),2022-04-04 00:00:00 UTC,2022-04-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1007248,115818238-1,562.8,0,33424.94,04/22 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
chinook,CHINOOK PARK APARTMENTS L.L.C.,2022-05-05 00:00:00 UTC,2022-05-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1009731,115932272-4,514.8,0,38908.95,05/2022 Internet advertising,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
fla,FOUR LAKES APARTMENTS L.L.C.,2022-05-05 00:00:00 UTC,2022-05-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1008591,115932272-5,514.8,0,39772.75,05/2022 apartments.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
mainapt,MAIN APARTMENTS L.L.C.,2022-05-05 00:00:00 UTC,2022-05-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1009313,115932272-16,514.8,0,41086.55,5/2022 - apts.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
renwood,RENWOOD LLC,2022-05-05 00:00:00 UTC,2022-05-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1008682,115932272-11,514.8,0,43564.15,5/22 Apts.com Marketing,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
saffron,SAFFRON (RESIDENTIAL),2022-05-05 00:00:00 UTC,2022-05-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1009427,115932272-1,562.8,0,47826.95,05/22 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-05-05 00:00:00 UTC,2022-05-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1009423,115932272-7,481.59,0,51587.79,5/2022 - apts.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
beryl,BERYL APARTMENTS L.L.C.,2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1017653,116068393-12,936,0,52602.86,06/2022 online ads,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
chinook,CHINOOK PARK APARTMENTS L.L.C.,2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1016107,116068393-4,514.8,0,54517.66,06/2022 Internet advertising,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
mainapt,MAIN APARTMENTS L.L.C.,2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1015624,116068393-16,514.8,0,55381.46,6/2022 - apts.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1017837,116068393-6,562.8,0,56394.26,06/2022,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
pal,PALERMO AT LAKELAND L.L.C.,2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1015659,116068393-8,562.8,0,56957.06,June 2022 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
saffron,SAFFRON (RESIDENTIAL),2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1019041,116068393-1,562.8,0,59319.86,6/22 Apts Network 3 Gold,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1018029,116068393-14-sta2,253.69,0,59573.55,6/1/22-6/30/22 Apartments.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1018063,116068393-14-stthph1,139.97,0,59713.52,6/1/22-6/30/22 Apartments.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2022-06-01 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1018075,116068393-14-stthph2,122.47,0,59835.99,6/1/22-6/30/22 Apartments.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-06-04 00:00:00 UTC,2022-06-01 00:00:00 UTC,APARTMENTS.COM LLC (ap385a),P-1015694,116068393-7,481.59,0,60317.58,6/2022 - apts.com,Internet Listing,Apartments.com,APARTMENTS.COM LLC (ap385a)
saffron,SAFFRON (RESIDENTIAL),2022-03-22 00:00:00 UTC,2022-03-01 00:00:00 UTC,HD SUPPLY (hd335a),P-1001844,9201164605,44.47,0,14943.27,Power strip,Internet Listing,Power Strip,HD SUPPLY (hd335a)
saffron,SAFFRON (RESIDENTIAL),2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,HD SUPPLY (hd335a) reclass,J-613282,P-1001844,0,44.47,14898.8,Reclass power strip to 55481,Internet Listing,Power Strip,HD SUPPLY (hd335a) reclass
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a)  invoice 115300347-16 to GL 54480,J-621412,Rcls P-985446,429,0,25990.14,"Rcls fm 54480, 01/2022 apts.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a)  invoice 115300347-16 to GL 54480
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a)  invoice 115406925-16 to GL 54480,J-621413,Rcls P-990037,514.8,0,26504.94,"Rcls fm 54480, 02/2022 APTS.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a)  invoice 115406925-16 to GL 54480
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a)  invoice 115645235- 16 to GL 54480,J-621415,Rcls P-995529,514.8,0,27469.74,"Rcls fm 54480, 03/2022 - apts.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a)  invoice 115645235- 16 to GL 54480
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a)  invoice 115818238-16 to GL 54480,J-621418,Rcls P-1002269,514.8,0,29434.54,"Rcls fm 54480, 4/2022 - apts.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a)  invoice 115818238-16 to GL 54480
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a)  invoice INV-796457 to GL 54480,J-621414,Rcls P-996622,450,0,26954.94,"Rcls fm 54480, F302 pay per move in",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a)  invoice INV-796457 to GL 54480
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a)  invoice INV-803056 to GL 54480,J-621416,Rcls P-1000486,450,0,27919.74,"Rcls fm 54480, PAY PER LEAD - C104",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a)  invoice INV-803056 to GL 54480
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a) invoice 115300347-7 to GL 54481,J-621262,Rcls P-985655,599,0,34531.08,"Rcls fm 54480, 1/2022  apts.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a) invoice 115300347-7 to GL 54481
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a) invoice 115406925-7 to GL 54481,J-621263,Rcls P-990198,481.6,0,35012.68,"Rcls fm 54480, 2/2022 APTS.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a) invoice 115406925-7 to GL 54481
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a) invoice 115645235-7 to GL 54481,J-621264,Rcls P-995575,481.6,0,35494.28,"Rcls fm 54480, 3/2022 - apts.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a) invoice 115645235-7 to GL 54481
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls APARTMENTS.COM  (ap385a) invoice 115818238-7 to GL 54481,J-621265,Rcls P-1002344,481.6,0,35975.88,"Rcls fm 54480, 4/2022 - apts.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM  (ap385a) invoice 115818238-7 to GL 54481
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,Rcls APARTMENTS.COM (ap385a)  invoice 115932272-14-stth2,J-626712,Rcls P-1009846,122.47,0,50448.06,"Rcls fm 54480, 5/1-5/31/2022 Apartments.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM (ap385a)  invoice 115932272-14-stth2
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,Rcls APARTMENTS.COM LLC (ap385a) invoice 115932272-14,J-625866,Rcls P-1009351,358.67,0,49185.62,"Rcls fm 54480, 5/1-5/31/2022 Apartments.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM LLC (ap385a) invoice 115932272-14
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,Rcls APARTMENTS.COM LLC (ap385a) invoice 115932272-14-stth1,J-626149,Rcls P-1009840,139.97,0,50325.59,"Rcls fm 54480, 5/1-5/31/2022 Apartments.com",Internet Listing,Apartments.com,Rcls APARTMENTS.COM LLC (ap385a) invoice 115932272-14-stth1
black,BLACK LAKE APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,"Rcls Google llc (go442a), Invoice 4099243058-MARCH GOOGLE ADS",J-619166,Rcls P-1005290,301.49,0,21081.54,Rcls frm 54482; MARCH GOOGLE ADS,Internet Listing,Google,"Rcls Google llc (go442a), Invoice 4099243058-MARCH GOOGLE ADS"
black,BLACK LAKE APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,"Rcls Google(go442a), inv#4120686351; April Google Ads",J-626768,Rcls P-1009591,330.84,0,37494.15,"Rcls frm 54482; Google(go442a), inv#4120686351; April Google Ads",Internet Listing,Google,"Rcls Google(go442a), inv#4120686351; April Google Ads"
wactvsr,WASHINGTON COURT VILLAGE SQUARE L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls SF  Apr2022  WA Court Allocated Expenses to GL 54481,J-620726,Rcls J-618365,79.06,0,36213.06,"Rcls fm 54480, 4/2022 - apts.com",Internet Listing,Apartments.com,Rcls SF  Apr2022  WA Court Allocated Expenses to GL 54481
wactvsr,WASHINGTON COURT VILLAGE SQUARE L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls SF  Feb2022  WA Court Allocated Expenses to GL 54481,J-620724,Rcls J-606905,79.06,0,36054.94,"Rcls fm 54480, 2/2022 APTS.com",Internet Listing,Apartments.com,Rcls SF  Feb2022  WA Court Allocated Expenses to GL 54481
wactvsr,WASHINGTON COURT VILLAGE SQUARE L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls SF  Mar2022  WA Court Allocated Expenses to GL 54481,J-620725,Rcls J-612046,79.06,0,36134,"Rcls fm 54480, 03/2022 - apts.com",Internet Listing,Apartments.com,Rcls SF  Mar2022  WA Court Allocated Expenses to GL 54481
wactbpr,WASHINGTON COURT FLATS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls SF Allocation 04/22 apts.com,J-619139,Rcls J-618364,158.14,0,33932.08,Rcls frm 54480; 04/22 Apt.com SF allocation,Internet Listing,Apartments.com,Rcls SF Allocation 04/22 apts.com
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,Rcls ZILLOW  (zi440a)  invoice INV17004963 to GL 54480,J-621417,Rcls P-1004609,1000,0,28919.74,"Rcls fm 54480, 3/2022 pay per lease",Internet Listing,Zillow,Rcls ZILLOW  (zi440a)  invoice INV17004963 to GL 54480
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,Rcls ZILLOW  (zi440a) invoice INV17519953,J-625865,Rcls P-1011143,1000,0,48826.95,"Rcls fm 54480, D-101 and E-201 Leads",Internet Listing,Zillow,Rcls ZILLOW  (zi440a) invoice INV17519953
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,Reclass :Reversed by J-612960,J-612958,Reclass,349,0,4673.6,RCLS from 54480G-09 Move-in pay per lease,Internet Listing,Move-in,Reclass :Reversed by J-612960
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,Reclass was done twice from 54480 to 54481,J-614776,Reclass was posted twice,0,349,4324.6,Reclass was posted twice,Internet Listing,Reclass,Reclass was done twice from 54480 to 54481
wactbpr,WASHINGTON COURT FLATS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,SF  May2022  WA Court Allocated Expenses,J-624660,SF Allocated,158.14,0,50606.2,5/2022 apts.com,Internet Listing,Apartments.com,SF  May2022  WA Court Allocated Expenses
wactvsr,WASHINGTON COURT VILLAGE SQUARE L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,SF  May2022  WA Court Allocated Expenses,J-624661,SF Allocated,79.07,0,51666.86,5/2022 apts.com,Internet Listing,Apartments.com,SF  May2022  WA Court Allocated Expenses
pal,PALERMO AT LAKELAND L.L.C.,2022-01-31 00:00:00 UTC,2022-02-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-991928,INV15990452,1000,0,3400,Zillow Leads January 2022,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
aster,ASTER TOWNHOMES L.L.C.,2022-02-28 00:00:00 UTC,2022-03-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-996496,INV16469529,500,0,4824.6,Zillow Listing Service 2/28/22,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
chinook,CHINOOK PARK APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-04-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1002944,INV17001283,500,0,22031.54,G-02 move-in pay per lease,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
pal,PALERMO AT LAKELAND L.L.C.,2022-03-31 00:00:00 UTC,2022-04-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1004629,INV17016692,2000,0,31434.54,Zillow Leads March 2022,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-04-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1004911,INV17001816,500,0,30997.34,Zillow Pay Per Lease March 2022,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009709,INV17531456,500,0,36713.06,G-01 Daniel Osterholt MI : pay per lease,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
aster,ASTER TOWNHOMES L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009715,INV17532435,1000,0,37713.06,Zillow Monthly Rentals April 2022.,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
fla,FOUR LAKES APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009801,INV17521341,1000,0,39908.95,Scott Sandberg and Megan Simon zillow move in,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1010650,INV17526027,1000,0,41121.75,"zillow pay per lease, Young/Thomas",Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
pal,PALERMO AT LAKELAND L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009823,INV17534571,500,0,42986.55,Zillow Leads April 2022,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009890,INV17521087,1000,0,44564.15,Internet Referral Fee,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009939,INV17533428,500,0,51106.2,"zillow pay per lease, Molotte",Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
chinook,CHINOOK PARK APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-06-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1017677,INV18009337,500,0,54002.86,A-04 Kara Vanderford: pay per lease,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
mainapt,MAIN APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-06-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1016219,INV18014432,500,0,55366.66,pay per lease 5/2022 - blevins,Internet Listing,Zillow,ZILLOW RENTAL NETWORK (zi440a)
